,TMAX,TMIN,PRCP
1950-01-01,22.73540467474855,15.735404674748551,0.6699798278433119
1950-01-02,21.207500488453505,14.207500488453505,4.262279379960566
1950-01-03,22.521611573160257,15.521611573160257,5.023383641286344
1950-01-04,24.01472858559896,17.01472858559896,3.742954117103731
1950-01-05,20.243101686633334,13.243101686633334,1.0789680313502235
1950-01-06,19.98625540045395,12.986255400453949,4.92137791333659
1950-01-07,23.35653315327952,16.35653315327952,0.20740843442628107
1950-01-08,21.477088397456807,14.477088397456807,2.1136054375480464
1950-01-09,18.747990514689757,11.747990514689757,5.536357802227485
1950-01-10,20.51746419301893,13.517464193018931,2.8121766718953536
1950-01-11,18.251673350198104,11.251673350198104,0.6510923600115833
1950-01-12,17.99404878331706,10.994048783317059,2.528194644953338
1950-01-13,19.15734217978484,12.157342179784841,0.6984437729519664
1950-01-14,14.595750882773256,7.595750882773256,0.23662610915586177
1950-01-15,14.722428138123341,7.722428138123341,2.5261829859141236
1950-01-16,16.798773864451018,9.798773864451018,0.3950165315152607
1950-01-17,15.649978148688389,8.649978148688389,0.235462186346141
1950-01-18,18.057706168553093,11.057706168553093,1.6048531952860599
1950-01-19,15.368087036178506,8.368087036178506,1.9384615993763075
1950-01-20,14.115876560286651,7.115876560286651,0.10481158271614693
1950-01-21,19.62962746873179,12.62962746873179,0.008957806657012948
1950-01-22,16.006192147316185,9.006192147316183,4.275333704976231
1950-01-23,16.353856017560958,9.35385601756096,0.24490610864395507
1950-01-24,13.132068845860573,6.132068845860573,1.7536499667180927
1950-01-25,14.657346331018699,7.657346331018699,6.138596058982315
1950-01-26,15.734354147410048,8.734354147410048,1.4345114027629833
1950-01-27,12.978838754037028,5.978838754037028,0.3011760885275321
1950-01-28,15.802527198178964,8.802527198178964,1.0000499995310748
1950-01-29,13.622215316341865,6.622215316341865,1.9565564744129298
1950-01-30,14.014590375254887,7.014590375254887,2.878037459647411
1950-01-31,13.17124020647852,6.171240206478521,1.8675758098565802
1950-02-01,17.858141818780886,10.858141818780885,0.06983669101217845
1950-02-02,13.907844899414917,6.907844899414917,0.3088747941383045
1950-02-03,11.603058000899384,4.603058000899384,0.9297987603781157
1950-02-04,15.149660827984592,8.149660827984592,2.4464042522029272
1950-02-05,10.851488782921482,3.851488782921482,1.7557174619760674
1950-02-06,13.502084841234765,6.502084841234765,0.09144920118314719
1950-02-07,8.958837253837318,1.9588372538373182,3.1879748526259295
1950-02-08,10.01832454820492,3.0183245482049195,1.8583691595990983
1950-02-09,12.867697769437092,5.8676977694370915,4.363392180607358
1950-02-10,13.753006013355135,6.753006013355135,1.0813779171725173
1950-02-11,12.42378443789536,5.42378443789536,1.3474805605088744
1950-02-12,11.657661510404273,4.657661510404273,1.040239930760191
1950-02-13,11.097652903644095,4.097652903644095,2.5635410031873613
1950-02-14,8.556766510781802,1.5567665107818014,2.7897086333472974
1950-02-15,9.891175303603351,2.891175303603351,2.5692264493119845
1950-02-16,10.229796576424341,3.2297965764243415,0.6894907694520654
1950-02-17,13.088739340443713,6.088739340443713,2.0213761106546406
1950-02-18,11.488414861150723,4.488414861150723,0.8265757510764971
1950-02-19,7.105095276814326,0.10509527681432562,3.5939510407753414
1950-02-20,11.11270504990582,4.11270504990582,0.11338656420720071
1950-02-21,9.5311476029166,2.531147602916599,0.0769011851448307
1950-02-22,8.787705045714858,1.7877050457148593,0.2145211382168674
1950-02-23,11.208647613007379,4.208647613007379,0.45220383208417725
1950-02-24,11.894595413813471,4.894595413813471,0.07672371105087043
1950-02-25,11.546058471039059,4.546058471039059,0.14862116211794124
1950-02-26,7.859609701372851,0.8596097013728512,0.7307294468471278
1950-02-27,8.777854204179867,1.7778542041798673,0.2102559338104466
1950-02-28,9.920769670584917,2.9207696705849164,3.2397218543848
1950-03-01,11.075067404866344,4.075067404866344,0.11074507790390685
1950-03-02,8.0351732400913,1.0351732400912992,4.770400228313117
1950-03-03,8.495597153792911,1.49559715379291,4.093399604272995
1950-03-04,6.531524841557978,-0.4684751584420219,0.4673586308485976
1950-03-05,6.232983829885347,-0.767016170114653,0.14842806921304375
1950-03-06,10.135608771493013,3.135608771493013,0.22305911057371153
1950-03-07,11.112188975674668,4.112188975674668,1.6378210133871591
1950-03-08,8.14886501213941,1.1488650121394102,1.8371654128088875
1950-03-09,10.197183543630405,3.1971835436304055,0.7583751708664785
1950-03-10,8.81470885682596,1.8147088568259608,0.7043236249004495
1950-03-11,6.706632124020931,-0.29336787597906877,1.5164437697112791
1950-03-12,8.629241421720893,1.6292414217208933,0.7294950049859882
1950-03-13,10.896272429234957,3.8962724292349566,5.445906237619949
1950-03-14,7.666492334841348,0.6664923348413483,0.9645792807701125
1950-03-15,10.789597153966865,3.7895971539668647,0.4964452083607474
1950-03-16,2.3472284084580464,-4.652771591541954,0.3155658454702161
1950-03-17,9.161197521535401,2.161197521535401,1.9977594045941003
1950-03-18,7.626446181966931,0.6264461819669309,0.7910145524809585
1950-03-19,6.793601760343378,-0.20639823965662174,0.41846855215540973
1950-03-20,7.518725285846042,0.5187252858460418,0.6454182376491516
1950-03-21,3.307992724222534,-3.692007275777466,0.7359964016217795
1950-03-22,6.796068556839479,-0.2039314431605206,1.9661086317139145
1950-03-23,7.906288333658363,0.9062883336583631,0.383971813705251
1950-03-24,10.108884044976959,3.108884044976959,2.6395438568417613
1950-03-25,6.081981721576172,-0.918018278423828,0.7273480986332405
1950-03-26,5.471364823679997,-1.5286351763200026,1.3400710120629493
1950-03-27,6.059080410180034,-0.9409195898199663,2.1274886654521774
1950-03-28,8.872061419243972,1.8720614192439715,1.5688594360888046
1950-03-29,7.6818486223122395,0.6818486223122395,2.1708011496926707
1950-03-30,5.952346751446293,-1.047653248553707,0.7789734024698393
